Issue Key,Date,Status
FU-535,2025-04-19,OPEN
FU-535,2025-04-19,In Progress
FU-535,2025-04-19,APPLE REVIEW
FU-534,2025-04-19,OPEN
FU-533,2025-04-18,OPEN
FU-533,2025-04-18,APPROVED
FU-532,2025-04-18,OPEN
FU-532,2025-04-18,APPROVED
FU-531,2025-04-18,OPEN
FU-531,2025-04-18,APPROVED
FU-530,2025-04-18,OPEN
FU-530,2025-04-18,APPROVED
FU-529,2025-04-18,OPEN
FU-529,2025-04-18,APPROVED
FU-528,2025-04-18,OPEN
FU-528,2025-04-18,APPROVED
FU-527,2025-04-18,OPEN
FU-527,2025-04-18,APPROVED
FU-526,2025-04-18,OPEN
FU-526,2025-04-18,APPROVED
FU-524,2025-04-17,OPEN
FU-524,2025-04-17,APPROVED
FU-523,2025-04-17,OPEN
FU-523,2025-04-17,APPROVED
FU-522,2025-04-17,OPEN
FU-522,2025-04-17,APPROVED
FU-521,2025-04-17,OPEN
FU-521,2025-04-17,In Progress
FU-521,2025-04-17,APPLE REVIEW
FU-521,2025-04-17,APPROVED
FU-521,2025-04-17,WAITING TO INTEGRATE
FU-521,2025-04-18,INTEGRATED SDK
FU-520,2025-04-16,OPEN
FU-520,2025-04-16,In Progress
FU-520,2025-04-16,APPLE REVIEW
FU-520,2025-04-16,PENDING
FU-520,2025-04-16,In Progress
FU-519,2025-04-16,OPEN
FU-519,2025-04-16,In Progress
FU-519,2025-04-16,APPROVED
FU-519,2025-04-16,WAITING TO INTEGRATE
FU-519,2025-04-16,INTEGRATED SDK
FU-519,2025-04-17,APPROVED WITH SDK
FU-518,2025-04-16,OPEN
FU-518,2025-04-16,In Progress
FU-517,2025-04-15,OPEN
FU-517,2025-04-15,In Progress
FU-517,2025-04-15,APPLE REVIEW
FU-516,2025-04-15,OPEN
FU-516,2025-04-15,In Progress
FU-515,2025-04-15,OPEN
FU-515,2025-04-15,In Progress
FU-515,2025-04-15,APPLE REVIEW
FU-514,2025-04-15,OPEN
FU-514,2025-04-15,In Progress
FU-514,2025-04-15,APPLE REVIEW
FU-513,2025-04-15,OPEN
FU-513,2025-04-15,In Progress
FU-513,2025-04-15,APPLE REVIEW
FU-512,2025-04-15,OPEN
FU-512,2025-04-15,In Progress
FU-512,2025-04-15,APPLE REVIEW
FU-511,2025-04-15,OPEN
FU-511,2025-04-15,In Progress
FU-511,2025-04-15,APPLE REVIEW
FU-510,2025-04-15,OPEN
FU-510,2025-04-15,In Progress
FU-510,2025-04-15,APPLE REVIEW
FU-509,2025-04-15,OPEN
FU-509,2025-04-15,In Progress
FU-509,2025-04-16,APPLE REVIEW
FU-508,2025-04-15,OPEN
FU-508,2025-04-15,APPROVED
FU-507,2025-04-15,OPEN
FU-506,2025-04-15,OPEN
FU-506,2025-04-15,In Progress
FU-506,2025-04-15,APPLE REVIEW
FU-506,2025-04-15,APPROVED
FU-506,2025-04-15,WAITING TO INTEGRATE
FU-505,2025-04-14,OPEN
FU-504,2025-04-14,OPEN
FU-504,2025-04-14,In Progress
FU-504,2025-04-14,APPLE REVIEW
FU-503,2025-04-14,OPEN
FU-503,2025-04-14,READY TO TEST
FU-503,2025-04-14,QC PASSED-WARN
FU-502,2025-04-14,OPEN
FU-502,2025-04-14,READY TO TEST
FU-502,2025-04-14,QC PASSED-WARN
FU-501,2025-04-14,OPEN
FU-501,2025-04-14,READY TO TEST
FU-501,2025-04-14,QC PASSED-WARN
FU-500,2025-04-13,OPEN
FU-500,2025-04-16,APPROVED
FU-499,2025-04-11,OPEN
FU-499,2025-04-11,APPROVED
FU-499,2025-04-17,WAITING TO INTEGRATE
FU-498,2025-04-10,OPEN
FU-498,2025-04-10,APPROVED
FU-498,2025-04-17,WAITING TO INTEGRATE
FU-497,2025-04-10,OPEN
FU-497,2025-04-10,In Progress
FU-496,2025-04-10,OPEN
FU-496,2025-04-10,In Progress
FU-495,2025-04-09,OPEN
FU-495,2025-04-09,APPROVED
FU-495,2025-04-17,WAITING TO INTEGRATE
FU-494,2025-04-09,OPEN
FU-494,2025-04-09,APPROVED
FU-494,2025-04-17,WAITING TO INTEGRATE
FU-493,2025-04-09,OPEN
FU-493,2025-04-09,APPROVED
FU-493,2025-04-17,WAITING TO INTEGRATE
FU-492,2025-04-09,OPEN
FU-492,2025-04-09,APPROVED
FU-492,2025-04-17,WAITING TO INTEGRATE
FU-491,2025-04-09,OPEN
FU-491,2025-04-09,APPROVED
FU-491,2025-04-17,WAITING TO INTEGRATE
FU-490,2025-04-09,OPEN
FU-490,2025-04-09,APPROVED
FU-489,2025-04-07,OPEN
FU-489,2025-04-07,In Progress
FU-489,2025-04-10,APPLE REVIEW
FU-489,2025-04-10,REJECTED
FU-488,2025-04-07,OPEN
FU-488,2025-04-07,In Progress
FU-488,2025-04-16,APPLE REVIEW
FU-488,2025-04-16,APPROVED
FU-488,2025-04-16,WAITING TO INTEGRATE
FU-488,2025-04-16,INTEGRATED SDK
FU-488,2025-04-16,APPROVED WITH SDK
FU-487,2025-04-07,OPEN
FU-487,2025-04-07,In Progress
FU-487,2025-04-07,APPLE REVIEW
FU-487,2025-04-09,APPROVED
FU-487,2025-04-09,WAITING TO INTEGRATE
FU-487,2025-04-16,INTEGRATED SDK
FU-487,2025-04-16,APPROVED WITH SDK
FU-486,2025-04-07,OPEN
FU-486,2025-04-07,APPROVED
FU-486,2025-04-14,WAITING TO INTEGRATE
FU-485,2025-04-07,OPEN
FU-485,2025-04-07,APPROVED
FU-485,2025-04-14,WAITING TO INTEGRATE
FU-484,2025-04-07,OPEN
FU-484,2025-04-07,APPROVED
FU-484,2025-04-14,WAITING TO INTEGRATE
FU-483,2025-04-07,OPEN
FU-483,2025-04-07,APPROVED
FU-483,2025-04-14,WAITING TO INTEGRATE
FU-482,2025-04-07,OPEN
FU-482,2025-04-07,APPROVED
FU-482,2025-04-14,WAITING TO INTEGRATE
FU-482,2025-04-17,APPROVED
FU-482,2025-04-18,WAITING TO INTEGRATE
FU-482,2025-04-18,INTEGRATED SDK
FU-482,2025-04-18,APPROVED WITH SDK
FU-481,2025-04-07,OPEN
FU-481,2025-04-07,APPROVED
FU-481,2025-04-14,WAITING TO INTEGRATE
FU-480,2025-04-07,OPEN
FU-480,2025-04-07,APPROVED
FU-480,2025-04-11,WAITING TO INTEGRATE
FU-480,2025-04-17,APPROVED
FU-480,2025-04-17,In Progress
FU-480,2025-04-17,APPLE REVIEW
FU-480,2025-04-17,APPROVED
FU-480,2025-04-18,WAITING TO INTEGRATE
FU-480,2025-04-18,INTEGRATED SDK
FU-480,2025-04-18,APPROVED WITH SDK
FU-479,2025-04-07,OPEN
FU-479,2025-04-07,APPROVED
FU-479,2025-04-11,WAITING TO INTEGRATE
FU-479,2025-04-16,APPROVED
FU-479,2025-04-16,In Progress
FU-479,2025-04-16,APPLE REVIEW
FU-479,2025-04-17,APPROVED
FU-479,2025-04-17,In Progress
FU-479,2025-04-17,OPEN
FU-479,2025-04-17,In Progress
FU-478,2025-04-07,OPEN
FU-478,2025-04-07,APPROVED
FU-478,2025-04-11,WAITING TO INTEGRATE
FU-477,2025-04-07,OPEN
FU-477,2025-04-07,APPROVED
FU-477,2025-04-11,WAITING TO INTEGRATE
FU-476,2025-04-07,OPEN
FU-476,2025-04-07,In Progress
FU-476,2025-04-10,APPLE REVIEW
FU-476,2025-04-10,REJECTED
FU-475,2025-04-06,OPEN
FU-475,2025-04-13,In Progress
FU-475,2025-04-19,APPLE REVIEW
FU-475,2025-04-19,APPROVED
FU-471,2025-04-06,OPEN
FU-471,2025-04-06,APPROVED
FU-471,2025-04-10,WAITING TO INTEGRATE
FU-471,2025-04-12,INTEGRATED SDK
FU-471,2025-04-12,APPROVED WITH SDK
FU-470,2025-04-06,OPEN
FU-470,2025-04-06,APPROVED
FU-470,2025-04-10,WAITING TO INTEGRATE
FU-470,2025-04-11,INTEGRATED SDK
FU-470,2025-04-16,REJECTED
FU-470,2025-04-16,In Progress
FU-470,2025-04-16,APPLE REVIEW
FU-470,2025-04-16,APPROVED
FU-470,2025-04-16,WAITING TO INTEGRATE
FU-470,2025-04-16,INTEGRATED SDK
FU-469,2025-04-06,OPEN
FU-469,2025-04-06,APPROVED
FU-469,2025-04-10,WAITING TO INTEGRATE
FU-469,2025-04-15,INTEGRATED SDK
FU-469,2025-04-15,APPROVED WITH SDK
FU-468,2025-04-06,OPEN
FU-468,2025-04-06,APPROVED
FU-468,2025-04-10,WAITING TO INTEGRATE
FU-468,2025-04-15,INTEGRATED SDK
FU-468,2025-04-15,APPROVED WITH SDK
FU-467,2025-04-06,OPEN
FU-467,2025-04-06,APPROVED
FU-467,2025-04-09,WAITING TO INTEGRATE
FU-467,2025-04-14,APPROVED
FU-467,2025-04-14,WAITING TO INTEGRATE
FU-467,2025-04-14,INTEGRATED SDK
FU-467,2025-04-14,APPROVED WITH SDK
FU-466,2025-04-06,OPEN
FU-466,2025-04-10,In Progress
FU-466,2025-04-10,APPLE REVIEW
FU-466,2025-04-10,REJECTED
FU-465,2025-04-06,OPEN
FU-465,2025-04-06,In Progress
FU-464,2025-04-06,OPEN
FU-464,2025-04-11,APPROVED
FU-464,2025-04-11,WAITING TO INTEGRATE
FU-464,2025-04-15,APPROVED
FU-464,2025-04-15,In Progress
FU-464,2025-04-15,APPLE REVIEW
FU-464,2025-04-16,APPROVED
FU-464,2025-04-17,WAITING TO INTEGRATE
FU-464,2025-04-17,INTEGRATED SDK
FU-464,2025-04-17,APPROVED WITH SDK
FU-463,2025-04-06,OPEN
FU-463,2025-04-07,APPROVED
FU-463,2025-04-07,In Progress
FU-463,2025-04-10,APPROVED
FU-463,2025-04-10,WAITING TO INTEGRATE
FU-463,2025-04-10,INTEGRATED SDK
FU-463,2025-04-11,APPROVED WITH SDK
FU-463,2025-04-18,READY TO TEST
FU-463,2025-04-18,QC Passed
FU-463,2025-04-18,OnLP
FU-462,2025-04-06,OPEN
FU-462,2025-04-11,APPROVED
FU-462,2025-04-11,WAITING TO INTEGRATE
FU-462,2025-04-15,APPROVED
FU-462,2025-04-15,In Progress
FU-462,2025-04-15,APPLE REVIEW
FU-462,2025-04-16,APPROVED
FU-462,2025-04-17,WAITING TO INTEGRATE
FU-462,2025-04-17,INTEGRATED SDK
FU-462,2025-04-17,APPROVED WITH SDK
FU-461,2025-04-05,OPEN
FU-461,2025-04-07,In Progress
FU-461,2025-04-07,APPLE REVIEW
FU-461,2025-04-07,REJECTED
FU-460,2025-04-05,OPEN
FU-460,2025-04-05,In Progress
FU-460,2025-04-07,APPLE REVIEW
FU-460,2025-04-07,REJECTED
FU-459,2025-04-04,OPEN
FU-459,2025-04-04,OnLP
FU-459,2025-04-14,QC Passed
FU-459,2025-04-14,READY TO TEST
FU-459,2025-04-14,QC PASSED-WARN
FU-458,2025-04-04,OPEN
FU-457,2025-04-04,OPEN
FU-457,2025-04-11,APPROVED
FU-457,2025-04-11,WAITING TO INTEGRATE
FU-457,2025-04-15,APPROVED
FU-457,2025-04-15,In Progress
FU-457,2025-04-15,APPLE REVIEW
FU-457,2025-04-17,APPROVED
FU-457,2025-04-17,WAITING TO INTEGRATE
FU-456,2025-04-04,OPEN
FU-456,2025-04-10,APPROVED
FU-456,2025-04-10,WAITING TO INTEGRATE
FU-456,2025-04-15,APPROVED
FU-456,2025-04-15,In Progress
FU-456,2025-04-15,APPLE REVIEW
FU-456,2025-04-16,APPROVED
FU-456,2025-04-16,In Progress
FU-456,2025-04-16,OPEN
FU-455,2025-04-03,OPEN
FU-455,2025-04-15,In Progress
FU-455,2025-04-16,APPLE REVIEW
FU-455,2025-04-17,APPROVED
FU-455,2025-04-17,WAITING TO INTEGRATE
FU-454,2025-04-03,OPEN
FU-454,2025-04-10,APPROVED
FU-454,2025-04-10,WAITING TO INTEGRATE
FU-454,2025-04-14,APPROVED
FU-454,2025-04-14,In Progress
FU-454,2025-04-14,APPLE REVIEW
FU-454,2025-04-15,APPROVED
FU-453,2025-04-03,OPEN
FU-453,2025-04-11,APPROVED
FU-453,2025-04-11,WAITING TO INTEGRATE
FU-453,2025-04-14,APPROVED
FU-453,2025-04-14,In Progress
FU-453,2025-04-14,APPLE REVIEW
FU-453,2025-04-14,APPROVED
FU-453,2025-04-15,WAITING TO INTEGRATE
FU-453,2025-04-15,INTEGRATED SDK
FU-453,2025-04-15,APPROVED WITH SDK
FU-452,2025-04-03,OPEN
FU-452,2025-04-10,APPROVED
FU-452,2025-04-10,WAITING TO INTEGRATE
FU-452,2025-04-15,INTEGRATED SDK
FU-451,2025-04-03,OPEN
FU-451,2025-04-11,APPROVED
FU-451,2025-04-11,WAITING TO INTEGRATE
FU-451,2025-04-15,INTEGRATED SDK
FU-451,2025-04-16,APPROVED WITH SDK
FU-450,2025-04-02,OPEN
FU-450,2025-04-03,In Progress
FU-450,2025-04-03,APPROVED
FU-450,2025-04-08,WAITING TO INTEGRATE
FU-450,2025-04-08,INTEGRATED SDK
FU-450,2025-04-09,REJECTED
FU-450,2025-04-09,In Progress
FU-450,2025-04-09,APPLE REVIEW
FU-450,2025-04-09,APPROVED
FU-450,2025-04-09,WAITING TO INTEGRATE
FU-450,2025-04-09,INTEGRATED SDK
FU-450,2025-04-09,APPROVED WITH SDK
FU-449,2025-04-02,OPEN
FU-449,2025-04-02,In Progress
FU-449,2025-04-02,APPLE REVIEW
FU-449,2025-04-03,APPROVED
FU-449,2025-04-03,TERMINATED
FU-448,2025-04-02,OPEN
FU-448,2025-04-05,In Progress
FU-448,2025-04-06,APPLE REVIEW
FU-448,2025-04-07,APPROVED
FU-448,2025-04-07,WAITING TO INTEGRATE
FU-448,2025-04-07,INTEGRATED SDK
FU-448,2025-04-07,APPROVED WITH SDK
FU-447,2025-04-02,OPEN
FU-447,2025-04-05,In Progress
FU-447,2025-04-06,APPLE REVIEW
FU-447,2025-04-07,APPROVED
FU-447,2025-04-07,WAITING TO INTEGRATE
FU-447,2025-04-07,INTEGRATED SDK
FU-447,2025-04-07,APPROVED WITH SDK
FU-447,2025-04-17,READY TO TEST
FU-447,2025-04-17,QC Passed
FU-447,2025-04-18,Cancelled
FU-447,2025-04-18,READY TO TEST
FU-447,2025-04-18,QC FAILED
FU-446,2025-04-02,OPEN
FU-445,2025-04-02,OPEN
FU-445,2025-04-10,APPROVED
FU-445,2025-04-10,WAITING TO INTEGRATE
FU-445,2025-04-15,INTEGRATED SDK
FU-445,2025-04-18,APPROVED WITH SDK
FU-444,2025-04-02,OPEN
FU-443,2025-04-02,OPEN
FU-443,2025-04-10,APPROVED
FU-443,2025-04-10,WAITING TO INTEGRATE
FU-443,2025-04-14,APPROVED
FU-443,2025-04-14,In Progress
FU-443,2025-04-14,APPLE REVIEW
FU-443,2025-04-14,APPROVED
FU-443,2025-04-15,WAITING TO INTEGRATE
FU-443,2025-04-15,INTEGRATED SDK
FU-443,2025-04-15,APPROVED WITH SDK
FU-442,2025-04-02,OPEN
FU-442,2025-04-09,APPROVED
FU-442,2025-04-09,WAITING TO INTEGRATE
FU-442,2025-04-12,INTEGRATED SDK
FU-442,2025-04-15,APPROVED WITH SDK
FU-441,2025-04-02,OPEN
FU-441,2025-04-02,In Progress
FU-441,2025-04-08,APPLE REVIEW
FU-441,2025-04-08,APPROVED
FU-441,2025-04-08,WAITING TO INTEGRATE
FU-441,2025-04-08,INTEGRATED SDK
FU-441,2025-04-09,APPROVED
FU-441,2025-04-09,In Progress
FU-441,2025-04-09,APPLE REVIEW
FU-441,2025-04-09,APPROVED
FU-441,2025-04-09,WAITING TO INTEGRATE
FU-441,2025-04-09,INTEGRATED SDK
FU-441,2025-04-09,APPROVED WITH SDK
FU-439,2025-03-27,OPEN
FU-439,2025-03-27,In Progress
FU-439,2025-04-07,APPLE REVIEW
FU-439,2025-04-07,REJECTED
FU-439,2025-04-07,In Progress
FU-438,2025-03-27,OPEN
FU-438,2025-03-27,In Progress
FU-438,2025-03-27,APPLE REVIEW
FU-437,2025-03-26,OPEN
FU-437,2025-03-26,In Progress
FU-437,2025-03-28,OPEN
FU-437,2025-04-02,In Progress
FU-437,2025-04-02,APPLE REVIEW
FU-437,2025-04-02,APPROVED
FU-437,2025-04-02,APPROVED WITH SDK
FU-437,2025-04-02,TERMINATED
FU-436,2025-03-26,OPEN
FU-436,2025-03-26,In Progress
FU-436,2025-03-27,APPLE REVIEW
FU-436,2025-03-28,APPROVED
FU-436,2025-03-28,In Progress
FU-436,2025-03-28,APPLE REVIEW
FU-436,2025-04-02,APPROVED
FU-436,2025-04-02,APPROVED WITH SDK
FU-436,2025-04-05,READY TO TEST
FU-436,2025-04-05,QC Passed
FU-436,2025-04-05,OnLP
FU-436,2025-04-05,Gone
FU-436,2025-04-13,READY TO TEST
FU-436,2025-04-13,QC Passed
FU-436,2025-04-13,OnLP
FU-435,2025-03-26,OPEN
FU-435,2025-03-26,In Progress
FU-435,2025-03-27,APPLE REVIEW
FU-435,2025-03-28,APPROVED
FU-435,2025-03-28,In Progress
FU-435,2025-04-02,APPLE REVIEW
FU-435,2025-04-02,APPROVED
FU-435,2025-04-02,APPROVED WITH SDK
FU-435,2025-04-02,TERMINATED
FU-434,2025-03-26,OPEN
FU-434,2025-03-26,In Progress
FU-434,2025-03-27,APPLE REVIEW
FU-434,2025-03-27,APPROVED
FU-434,2025-03-28,In Progress
FU-434,2025-03-28,APPLE REVIEW
FU-434,2025-04-02,APPROVED
FU-434,2025-04-02,APPROVED WITH SDK
FU-434,2025-04-11,Gone
FU-433,2025-03-26,OPEN
FU-433,2025-03-26,In Progress
FU-432,2025-03-25,OPEN
FU-432,2025-03-25,In Progress
FU-432,2025-03-28,OPEN
FU-432,2025-04-11,In Progress
FU-432,2025-04-11,OPEN
FU-431,2025-03-24,OPEN
FU-431,2025-03-24,In Progress
FU-431,2025-03-31,APPLE REVIEW
FU-431,2025-04-01,APPROVED
FU-431,2025-04-04,APPROVED WITH SDK
FU-431,2025-04-11,READY TO TEST
FU-431,2025-04-11,QC Passed
FU-431,2025-04-11,OnLP
FU-430,2025-03-24,OPEN
FU-430,2025-03-24,In Progress
FU-430,2025-04-03,APPLE REVIEW
FU-430,2025-04-03,REJECTED
FU-430,2025-04-04,In Progress
FU-430,2025-04-05,APPLE REVIEW
FU-430,2025-04-06,REJECTED
FU-430,2025-04-10,In Progress
FU-430,2025-04-10,APPROVED
FU-430,2025-04-10,WAITING TO INTEGRATE
FU-430,2025-04-10,INTEGRATED SDK
FU-430,2025-04-13,REJECTED
FU-430,2025-04-13,In Progress
FU-430,2025-04-13,APPLE REVIEW
FU-430,2025-04-16,REJECTED
FU-429,2025-03-22,OPEN
FU-429,2025-03-25,In Progress
FU-429,2025-03-25,READY TO TEST
FU-429,2025-03-25,QC PASSED-WARN
FU-428,2025-03-22,OPEN
FU-428,2025-03-25,READY TO TEST
FU-428,2025-03-25,QC PASSED-WARN
FU-428,2025-03-25,OnLP
FU-427,2025-03-22,OPEN
FU-427,2025-03-22,OnLP
FU-427,2025-04-13,QC Passed
FU-427,2025-04-14,READY TO TEST
FU-427,2025-04-14,QC PASSED-WARN
FU-426,2025-03-22,OPEN
FU-426,2025-03-25,READY TO TEST
FU-426,2025-03-25,QC PASSED-WARN
FU-426,2025-03-25,OnLP
FU-426,2025-04-13,QC Passed
FU-426,2025-04-14,READY TO TEST
FU-426,2025-04-14,QC PASSED-WARN
FU-425,2025-03-22,OPEN
FU-425,2025-03-22,In Progress
FU-424,2025-03-17,TO-DO
FU-424,2025-03-17,In Progress
FU-424,2025-04-19,APPLE REVIEW
FU-424,2025-04-19,APPROVED
FU-423,2025-03-10,TO-DO
FU-423,2025-03-10,In Progress
FU-423,2025-03-19,IN REVIEW
FU-423,2025-03-19,In Progress
FU-423,2025-04-13,APPROVED
FU-423,2025-04-19,In Progress
FU-423,2025-04-19,APPLE REVIEW
FU-422,2025-03-06,TO-DO
FU-422,2025-03-06,In Progress
FU-422,2025-03-29,APPLE REVIEW
FU-421,2025-02-24,TO-DO
FU-421,2025-02-24,IN PROGRESS
FU-421,2025-03-05,IN REVIEW
FU-421,2025-03-20,APPLE REVIEW
FU-421,2025-03-20,REJECTED
FU-421,2025-03-20,TERMINATED
FU-420,2025-03-20,OPEN
FU-420,2025-04-08,In Progress
FU-420,2025-04-08,APPLE REVIEW
FU-420,2025-04-10,APPROVED
FU-420,2025-04-10,WAITING TO INTEGRATE
FU-420,2025-04-10,INTEGRATED SDK
FU-420,2025-04-10,REJECTED
FU-420,2025-04-10,In Progress
FU-420,2025-04-11,APPROVED
FU-420,2025-04-11,WAITING TO INTEGRATE
FU-420,2025-04-11,INTEGRATED SDK
FU-420,2025-04-14,APPROVED WITH SDK
FU-419,2025-03-20,OPEN
FU-419,2025-04-05,In Progress
