Issue Key,Date,Status
FU-135,2024-11-01,APPLE REVIEW
FU-135,2024-11-04,REJECTED
FU-134,2024-10-29,OPEN
FU-134,2024-10-29,CANCELED
FU-134,2025-01-07,OPEN
FU-134,2025-01-07,IN PROGRESS
FU-134,2025-01-07,APPLE REVIEW
FU-134,2025-01-07,APPROVED
FU-134,2025-01-07,APPROVED WITH SDK
FU-134,2025-01-10,QC Passed
FU-134,2025-01-10,OnLP
FU-134,2025-02-06,Gone
FU-133,2024-10-29,OPEN
FU-132,2024-10-25,OPEN
FU-132,2024-10-25,IN PROGRESS
FU-132,2024-10-30,APPLE REVIEW
FU-132,2024-11-03,APPROVED
FU-132,2025-02-14,TERMINATED
FU-132,2025-02-14,Gone
FU-131,2024-10-22,OPEN
FU-131,2024-10-22,IN PROGRESS
FU-131,2024-10-30,APPLE REVIEW
FU-131,2024-10-31,APPROVED
FU-131,2024-11-22,APPROVED WITH SDK
FU-131,2025-01-04,QC FAILED
FU-131,2025-01-07,TERMINATED
FU-130,2024-10-21,OPEN
FU-130,2024-10-21,CANCELED
FU-129,2024-10-21,OPEN
FU-129,2024-10-21,IN PROGRESS
FU-129,2024-10-24,APPLE REVIEW
FU-129,2024-12-12,REJECTED
FU-128,2024-10-21,OPEN
FU-127,2024-10-21,OPEN
FU-127,2024-10-21,IN PROGRESS
FU-127,2024-10-21,APPLE REVIEW
FU-127,2024-10-21,APPROVED
FU-127,2024-12-12,CANCELED
FU-126,2024-10-19,OPEN
FU-126,2024-10-19,IN PROGRESS
FU-125,2024-10-18,OPEN
FU-125,2024-11-25,IN PROGRESS
FU-124,2024-10-14,OPEN
FU-124,2024-10-21,IN PROGRESS
FU-124,2024-10-31,APPLE REVIEW
FU-124,2024-11-01,APPROVED
FU-124,2024-12-04,APPROVED WITH SDK
FU-124,2025-01-05,QC FAILED
FU-124,2025-01-06,APPROVED WITH SDK
FU-124,2025-01-11,QC Passed
FU-124,2025-02-07,Gone
FU-123,2024-10-14,OPEN
FU-123,2024-10-14,IN PROGRESS
FU-123,2024-10-14,APPLE REVIEW
FU-123,2024-10-14,APPROVED
FU-123,2024-10-16,CANCELED
FU-122,2024-10-14,OPEN
FU-122,2024-10-14,IN PROGRESS
FU-122,2024-11-14,APPLE REVIEW
FU-122,2024-11-14,CANCELED
FU-121,2024-10-11,OPEN
FU-121,2024-10-11,IN PROGRESS
FU-121,2024-10-29,APPLE REVIEW
FU-121,2024-11-02,APPROVED
FU-121,2024-12-17,APPROVED WITH SDK
FU-121,2024-12-27,QC Passed
FU-121,2025-01-07,TERMINATED
FU-120,2024-10-10,OPEN
FU-120,2024-10-10,IN PROGRESS
FU-120,2024-12-11,APPLE REVIEW
FU-120,2024-12-13,APPROVED
FU-120,2025-02-07,TERMINATED
FU-119,2024-10-10,OPEN
FU-119,2024-10-10,IN PROGRESS
FU-119,2024-10-18,APPLE REVIEW
FU-119,2024-11-26,APPROVED
FU-119,2024-12-12,TERMINATED
FU-118,2024-10-09,OPEN
FU-118,2024-10-09,IN PROGRESS
FU-118,2024-10-25,APPLE REVIEW
FU-118,2024-10-31,APPROVED
FU-118,2024-11-22,APPROVED WITH SDK
FU-118,2024-12-27,QC Passed
FU-118,2025-01-07,TERMINATED
FU-117,2024-10-08,OPEN
FU-117,2024-10-08,IN PROGRESS
FU-117,2024-10-29,APPLE REVIEW
FU-117,2024-10-30,APPROVED
FU-117,2025-01-07,TERMINATED
FU-116,2024-10-07,OPEN
FU-116,2024-10-07,IN PROGRESS
FU-116,2024-10-25,APPLE REVIEW
FU-116,2025-02-21,REJECTED
FU-115,2024-10-04,OPEN
FU-115,2024-10-04,IN PROGRESS
FU-115,2024-11-27,APPLE REVIEW
FU-115,2024-12-28,REJECTED
FU-115,2024-12-28,IN PROGRESS
FU-115,2024-12-28,APPLE REVIEW
FU-114,2024-10-04,OPEN
FU-114,2024-10-07,IN PROGRESS
FU-114,2024-10-08,APPLE REVIEW
FU-114,2024-10-08,APPROVED
FU-114,2024-11-22,APPROVED WITH SDK
FU-114,2024-12-27,QC Passed
FU-114,2025-01-07,TERMINATED
FU-113,2024-10-03,OPEN
FU-113,2024-10-03,IN PROGRESS
FU-113,2024-10-15,APPLE REVIEW
FU-113,2024-10-17,APPROVED
FU-113,2024-12-06,APPROVED WITH SDK
FU-113,2025-01-04,QC FAILED
FU-113,2025-01-07,TERMINATED
FU-112,2024-10-02,OPEN
FU-112,2024-10-02,IN PROGRESS
FU-112,2024-10-04,APPLE REVIEW
FU-112,2024-10-04,APPROVED
FU-112,2024-12-12,CANCELED
FU-111,2024-10-02,OPEN
FU-111,2024-10-05,IN PROGRESS
FU-111,2024-10-10,APPLE REVIEW
FU-111,2024-11-26,APPROVED
FU-111,2024-12-12,TERMINATED
FU-110,2024-10-02,OPEN
FU-110,2024-10-08,IN PROGRESS
FU-110,2024-10-14,APPLE REVIEW
FU-110,2024-11-01,REJECTED
FU-110,2024-12-26,CANCELED
FU-106,2024-09-30,OPEN
FU-106,2024-09-30,IN PROGRESS
FU-106,2024-11-21,APPLE REVIEW
FU-106,2024-11-26,APPROVED
FU-105,2024-09-30,OPEN
FU-105,2024-10-02,IN PROGRESS
FU-105,2024-10-18,APPLE REVIEW
FU-105,2024-10-21,APPROVED
FU-105,2024-11-22,APPROVED WITH SDK
FU-105,2024-12-12,TERMINATED
FU-104,2024-09-30,OPEN
FU-104,2024-09-30,IN PROGRESS
FU-104,2024-10-10,APPLE REVIEW
FU-104,2024-10-10,APPROVED
FU-104,2024-12-11,APPROVED WITH SDK
FU-104,2024-12-27,QC Passed
FU-104,2025-01-07,TERMINATED
FU-103,2024-09-27,OPEN
FU-103,2024-09-27,IN PROGRESS
FU-103,2024-10-05,APPLE REVIEW
FU-103,2024-10-05,APPROVED
FU-103,2024-12-12,CANCELED
FU-102,2024-09-26,OPEN
FU-102,2024-09-26,IN PROGRESS
FU-102,2024-10-09,APPLE REVIEW
FU-102,2024-10-10,APPROVED
FU-102,2024-12-17,APPROVED WITH SDK
FU-102,2025-01-05,QC FAILED
FU-102,2025-01-07,TERMINATED
FU-101,2024-09-25,OPEN
FU-101,2024-09-25,IN PROGRESS
FU-101,2024-09-30,APPLE REVIEW
FU-101,2024-09-30,REJECTED
FU-101,2024-12-21,TERMINATED
FU-100,2024-09-25,OPEN
FU-100,2024-09-25,IN PROGRESS
FU-100,2024-09-30,APPLE REVIEW
FU-100,2024-10-08,CANCELED
FU-100,2024-10-08,OPEN
FU-100,2024-10-08,IN PROGRESS
FU-100,2024-10-08,APPLE REVIEW
FU-100,2024-10-08,REJECTED
FU-100,2024-12-26,CANCELED
FU-99,2024-09-24,OPEN
FU-99,2024-09-24,IN PROGRESS
FU-99,2024-10-01,APPLE REVIEW
FU-99,2024-11-26,REJECTED
FU-99,2024-12-23,CANCELED
FU-98,2024-09-23,OPEN
FU-98,2024-09-23,IN PROGRESS
FU-98,2024-10-02,APPLE REVIEW
FU-98,2024-10-04,REJECTED
FU-98,2024-10-17,IN PROGRESS
FU-98,2024-10-17,APPLE REVIEW
FU-98,2024-11-15,CANCELED
FU-98,2024-11-15,OPEN
FU-98,2024-11-15,IN PROGRESS
FU-98,2024-11-15,APPLE REVIEW
FU-98,2024-11-15,REJECTED
FU-98,2024-11-23,IN PROGRESS
FU-98,2024-11-23,APPLE REVIEW
FU-98,2024-11-23,REJECTED
FU-98,2025-03-06,Cancelled
FU-97,2024-09-18,OPEN
FU-97,2024-09-18,IN PROGRESS
FU-97,2024-09-27,APPLE REVIEW
FU-97,2024-09-30,REJECTED
FU-97,2024-09-30,IN PROGRESS
FU-97,2024-09-30,APPLE REVIEW
FU-97,2024-10-02,REJECTED
FU-97,2024-10-08,IN PROGRESS
FU-97,2024-10-08,APPLE REVIEW
FU-97,2024-10-16,REJECTED
FU-97,2024-10-21,IN PROGRESS
FU-97,2024-10-22,APPLE REVIEW
FU-97,2024-10-22,REJECTED
FU-97,2024-11-15,CANCELED
FU-96,2024-09-18,OPEN
FU-96,2024-09-18,IN PROGRESS
FU-96,2024-09-24,APPLE REVIEW
FU-96,2024-09-24,REJECTED
FU-96,2024-12-21,TERMINATED
FU-95,2024-09-18,OPEN
FU-95,2024-09-18,IN PROGRESS
FU-92,2024-09-18,OPEN
FU-92,2024-09-18,IN PROGRESS
FU-92,2024-09-27,APPLE REVIEW
FU-92,2024-11-26,APPROVED
FU-92,2024-12-12,TERMINATED
FU-91,2024-09-17,OPEN
FU-91,2024-09-17,IN PROGRESS
FU-90,2024-09-17,OPEN
FU-90,2024-09-17,CANCELED
FU-89,2024-09-16,OPEN
FU-89,2024-09-16,IN PROGRESS
FU-88,2024-09-13,OPEN
FU-88,2024-09-17,IN PROGRESS
FU-88,2024-09-23,APPLE REVIEW
FU-88,2024-10-02,APPROVED
FU-88,2024-12-11,APPROVED WITH SDK
FU-88,2025-01-05,QC FAILED
FU-88,2025-01-07,TERMINATED
FU-87,2024-09-12,OPEN
FU-87,2024-09-12,IN PROGRESS
FU-87,2024-09-24,APPLE REVIEW
FU-87,2024-09-24,CANCELED
FU-87,2024-09-24,OPEN
FU-87,2024-09-24,IN PROGRESS
FU-87,2024-09-24,APPLE REVIEW
FU-87,2024-11-26,REJECTED
FU-87,2024-12-23,CANCELED
FU-86,2024-09-12,OPEN
FU-86,2024-09-12,IN PROGRESS
FU-86,2024-09-23,APPLE REVIEW
FU-86,2024-09-25,REJECTED
FU-86,2024-12-21,CANCELED
FU-85,2024-09-11,OPEN
FU-85,2024-09-11,IN PROGRESS
FU-84,2024-09-11,OPEN
FU-84,2024-09-11,IN PROGRESS
FU-84,2024-09-18,APPLE REVIEW
FU-84,2024-09-19,REJECTED
FU-83,2024-09-11,OPEN
FU-83,2024-09-11,IN PROGRESS
FU-83,2024-09-17,APPLE REVIEW
FU-83,2024-09-27,REJECTED
FU-83,2024-11-15,CANCELED
FU-82,2024-09-10,OPEN
FU-82,2024-09-10,IN PROGRESS
FU-82,2024-09-11,APPLE REVIEW
FU-82,2024-09-13,REJECTED
FU-82,2024-11-15,CANCELED
FU-81,2024-09-10,OPEN
FU-81,2024-09-10,IN PROGRESS
FU-81,2024-09-18,APPLE REVIEW
FU-81,2024-09-18,REJECTED
FU-81,2024-12-11,TERMINATED
FU-80,2024-09-09,OPEN
FU-80,2024-09-09,IN PROGRESS
FU-80,2024-09-13,APPLE REVIEW
FU-80,2024-09-13,REJECTED
FU-80,2024-09-19,IN PROGRESS
FU-80,2024-10-01,APPLE REVIEW
FU-80,2024-10-08,REJECTED
FU-80,2024-12-11,IN PROGRESS
FU-80,2024-12-11,APPLE REVIEW
FU-80,2024-12-11,APPROVED
FU-80,2025-01-21,APPROVED WITH SDK
FU-80,2025-02-07,Gone
FU-79,2024-09-07,OPEN
FU-79,2024-09-07,IN PROGRESS
FU-79,2024-09-09,APPLE REVIEW
FU-79,2024-09-10,REJECTED
FU-79,2024-12-04,DONE
FU-79,2024-12-17,REVIEW
FU-79,2024-12-17,IN PROGRESS
FU-79,2024-12-17,REVIEW
FU-79,2024-12-17,IN PROGRESS
FU-79,2024-12-17,REVIEW
FU-79,2024-12-17,DONE
FU-78,2024-09-06,OPEN
FU-78,2024-09-19,IN PROGRESS
FU-78,2024-10-03,APPLE REVIEW
FU-77,2024-09-05,OPEN
FU-77,2024-09-05,IN PROGRESS
FU-77,2024-09-25,APPLE REVIEW
FU-77,2024-10-02,REJECTED
FU-77,2024-12-21,CANCELED
FU-76,2024-09-05,OPEN
FU-76,2024-09-05,CANCELED
FU-76,2024-09-05,OPEN
FU-76,2024-09-05,IN PROGRESS
FU-76,2024-09-11,APPLE REVIEW
FU-76,2024-11-27,TERMINATED
FU-75,2024-09-05,OPEN
FU-74,2024-09-03,OPEN
FU-74,2024-09-03,IN PROGRESS
FU-74,2024-10-02,APPLE REVIEW
FU-74,2024-11-26,APPROVED
FU-74,2024-12-12,APPROVED WITH SDK
FU-74,2024-12-27,QC Passed
FU-74,2025-01-07,TERMINATED
FU-73,2024-09-02,OPEN
FU-73,2024-09-02,IN PROGRESS
FU-73,2024-09-02,APPLE REVIEW
FU-73,2024-09-02,APPROVED
FU-73,2024-12-07,TERMINATED
FU-72,2024-09-02,OPEN
FU-72,2024-09-02,IN PROGRESS
FU-72,2024-09-16,APPLE REVIEW
FU-72,2024-09-17,REJECTED
FU-72,2024-09-17,IN PROGRESS
FU-72,2024-09-18,APPLE REVIEW
FU-72,2024-09-23,REJECTED
FU-72,2024-12-20,CANCELED
FU-71,2024-08-30,OPEN
FU-71,2024-08-30,IN PROGRESS
FU-71,2024-09-16,APPLE REVIEW
FU-71,2024-09-25,REJECTED
FU-71,2024-12-21,CANCELED
FU-70,2024-08-30,OPEN
FU-70,2024-08-30,IN PROGRESS
FU-70,2024-09-19,APPLE REVIEW
FU-70,2024-09-20,REJECTED
FU-70,2024-11-23,IN PROGRESS
FU-70,2024-11-23,APPLE REVIEW
FU-70,2024-11-23,TERMINATED
FU-69,2024-08-28,OPEN
FU-69,2024-09-02,IN PROGRESS
FU-69,2024-09-10,APPLE REVIEW
FU-69,2024-09-12,REJECTED
FU-69,2024-09-13,IN PROGRESS
FU-69,2024-09-13,APPLE REVIEW
FU-69,2024-09-16,REJECTED
FU-69,2024-09-24,IN PROGRESS
FU-69,2024-09-24,APPLE REVIEW
FU-69,2024-11-26,APPROVED
FU-69,2024-12-12,CANCELED
FU-68,2024-08-28,OPEN
FU-68,2024-08-28,IN PROGRESS
FU-68,2024-09-05,APPLE REVIEW
FU-68,2024-09-10,REJECTED
FU-68,2024-12-21,CANCELED
FU-64,2024-08-26,OPEN
FU-64,2024-08-26,IN PROGRESS
FU-64,2024-08-27,APPLE REVIEW
FU-64,2024-09-27,REJECTED
FU-61,2024-08-26,OPEN
FU-61,2024-08-27,IN PROGRESS
FU-61,2024-08-27,APPLE REVIEW
FU-61,2024-11-27,TERMINATED
FU-60,2024-08-26,OPEN
FU-60,2024-08-27,IN PROGRESS
FU-60,2024-08-27,APPLE REVIEW
FU-60,2024-11-27,REJECTED
FU-58,2024-08-24,OPEN
FU-58,2024-08-24,IN PROGRESS
FU-58,2024-09-10,APPLE REVIEW
FU-58,2024-09-12,REJECTED
FU-58,2024-12-21,CANCELED
FU-57,2024-08-24,OPEN
FU-57,2024-08-24,IN PROGRESS
FU-57,2024-09-06,APPLE REVIEW
FU-57,2024-09-08,APPROVED
FU-57,2024-12-06,APPROVED WITH SDK
FU-57,2024-12-27,QC Passed
FU-57,2025-01-07,TERMINATED
FU-55,2024-08-23,OPEN
FU-55,2024-08-23,IN PROGRESS
FU-55,2024-09-02,APPLE REVIEW
FU-55,2024-09-02,REJECTED
FU-55,2024-09-05,IN PROGRESS
FU-55,2024-09-05,APPLE REVIEW
FU-55,2024-09-05,APPROVED
FU-55,2024-12-11,TERMINATED
FU-53,2024-08-23,OPEN
FU-53,2024-08-23,IN PROGRESS
FU-53,2024-08-26,APPLE REVIEW
FU-53,2024-08-27,APPROVED
FU-53,2024-12-12,TERMINATED
FU-52,2024-08-21,OPEN
FU-52,2024-08-21,IN PROGRESS
FU-52,2024-08-23,APPLE REVIEW
FU-52,2024-08-23,APPROVED
FU-52,2024-12-12,TERMINATED
FU-51,2024-08-21,OPEN
FU-51,2024-08-21,IN PROGRESS
FU-50,2024-08-21,OPEN
FU-50,2024-08-21,IN PROGRESS
FU-50,2024-09-10,APPLE REVIEW
FU-50,2024-09-10,REJECTED
FU-50,2024-12-20,CANCELED
FU-49,2024-08-20,OPEN
FU-49,2024-08-23,IN PROGRESS
FU-49,2024-08-30,APPLE REVIEW
FU-49,2024-09-16,REJECTED
FU-49,2024-12-11,TERMINATED
FU-48,2024-08-20,OPEN
FU-48,2024-08-20,IN PROGRESS
FU-48,2024-08-26,APPLE REVIEW
FU-48,2024-08-26,APPROVED
FU-48,2024-11-26,TERMINATED
FU-47,2024-08-20,OPEN
FU-47,2024-08-20,IN PROGRESS
FU-47,2024-08-26,APPLE REVIEW
FU-47,2024-09-10,REJECTED
FU-47,2024-12-21,CANCELED
FU-46,2024-08-20,OPEN
FU-46,2024-08-20,IN PROGRESS
FU-46,2024-08-26,APPLE REVIEW
FU-46,2024-08-26,APPROVED
FU-46,2025-01-07,TERMINATED
FU-45,2024-08-20,OPEN
FU-45,2024-08-26,CANCELED
FU-44,2024-08-20,OPEN
FU-44,2024-08-20,IN PROGRESS
FU-44,2024-08-26,APPLE REVIEW
FU-44,2024-08-26,APPROVED
FU-44,2025-01-07,TERMINATED
FU-43,2024-08-20,OPEN
FU-43,2024-08-20,IN PROGRESS
FU-43,2024-08-26,APPLE REVIEW
FU-43,2024-08-26,APPROVED
FU-43,2025-01-07,TERMINATED
FU-39,2024-08-19,OPEN
FU-39,2024-08-19,IN PROGRESS
FU-39,2024-08-20,APPLE REVIEW
FU-39,2024-08-20,APPROVED
FU-39,2024-08-20,CANCELED
FU-39,2024-08-20,OPEN
FU-39,2024-08-20,IN PROGRESS
FU-39,2024-08-26,APPLE REVIEW
FU-39,2024-09-06,REJECTED
FU-39,2024-09-18,IN PROGRESS
FU-39,2024-09-18,APPLE REVIEW
FU-39,2024-10-01,REJECTED
FU-39,2024-12-09,TERMINATED
FU-35,2024-08-16,OPEN
FU-35,2024-08-16,IN PROGRESS
FU-35,2024-08-19,REVIEW
FU-35,2024-08-20,APPLE REVIEW
FU-35,2024-08-26,APPROVED
FU-35,2024-12-12,TERMINATED
FU-26,2024-08-14,OPEN
FU-26,2024-08-14,IN PROGRESS
FU-26,2024-08-24,APPLE REVIEW
FU-26,2024-08-25,APPROVED
FU-26,2024-12-04,APPROVED WITH SDK
FU-26,2024-12-04,TERMINATED
FU-25,2024-08-14,OPEN
FU-25,2024-08-14,IN PROGRESS
FU-25,2024-08-14,REVIEW
FU-25,2024-08-14,DONE
FU-25,2024-08-14,REVIEW
FU-25,2024-08-20,APPLE REVIEW
FU-25,2024-08-22,APPROVED
FU-25,2024-12-06,APPROVED WITH SDK
FU-25,2024-12-09,TERMINATED
FU-24,2024-08-14,OPEN
FU-24,2024-08-14,IN PROGRESS
FU-24,2024-08-14,REVIEW
FU-24,2024-08-14,DONE
FU-24,2024-08-14,REVIEW
FU-24,2024-08-20,APPLE REVIEW
FU-24,2024-08-22,APPROVED
FU-24,2024-12-06,APPROVED WITH SDK
FU-24,2024-12-27,QC Passed
FU-24,2025-01-07,TERMINATED
FU-23,2024-08-14,OPEN
FU-23,2024-08-14,IN PROGRESS
FU-23,2024-08-14,REVIEW
FU-23,2024-08-14,DONE
FU-23,2024-08-14,REVIEW
FU-23,2024-08-14,DONE
FU-23,2024-08-20,APPROVED
FU-23,2024-08-22,CANCELED
FU-23,2024-08-25,OPEN
FU-23,2024-08-25,IN PROGRESS
FU-23,2024-08-25,APPLE REVIEW
FU-23,2024-08-25,REJECTED
FU-23,2024-12-23,CANCELED
FU-21,2024-08-14,OPEN
FU-21,2024-08-14,IN PROGRESS
FU-21,2024-08-28,APPLE REVIEW
FU-21,2024-08-28,REJECTED
FU-21,2024-09-02,IN PROGRESS
FU-21,2024-09-02,APPLE REVIEW
FU-21,2024-09-08,REJECTED
FU-21,2024-12-20,CANCELED
FU-20,2024-08-14,OPEN
FU-20,2024-08-14,IN PROGRESS
FU-20,2024-08-14,REVIEW
FU-20,2024-08-14,DONE
FU-20,2024-08-15,REVIEW
FU-20,2024-08-15,IN PROGRESS
FU-20,2024-08-28,APPLE REVIEW
FU-20,2024-08-28,REJECTED
FU-20,2024-08-28,IN PROGRESS
FU-20,2024-09-02,APPLE REVIEW
FU-20,2024-09-02,REJECTED
FU-20,2024-09-04,IN PROGRESS
FU-20,2024-09-04,APPLE REVIEW
FU-20,2024-09-08,REJECTED
FU-20,2024-09-11,IN PROGRESS
FU-20,2024-09-11,APPLE REVIEW
FU-20,2024-09-13,REJECTED
FU-20,2024-12-20,CANCELED
FU-18,2024-08-14,OPEN
FU-18,2024-08-14,IN PROGRESS
FU-18,2024-08-28,APPLE REVIEW
FU-18,2024-08-28,REJECTED
FU-18,2024-12-20,CANCELED
FU-11,2024-08-13,OPEN
FU-11,2024-08-13,IN PROGRESS
FU-11,2024-08-27,APPLE REVIEW
FU-11,2024-08-28,REJECTED
FU-11,2024-12-20,CANCELED
FU-10,2024-08-13,OPEN
FU-10,2024-08-13,IN PROGRESS
FU-10,2024-08-20,REVIEW
FU-10,2024-08-20,APPLE REVIEW
FU-10,2024-08-22,APPROVED
FU-10,2024-12-12,TERMINATED
FU-9,2024-08-13,OPEN
FU-9,2024-08-13,IN PROGRESS
FU-9,2024-08-13,REVIEW
FU-9,2024-08-13,DONE
FU-9,2024-08-14,REVIEW
FU-9,2024-08-20,APPLE REVIEW
FU-9,2024-08-22,APPROVED
FU-9,2024-12-12,TERMINATED
FU-8,2024-08-13,OPEN
FU-8,2024-08-13,IN PROGRESS
FU-8,2024-08-27,APPLE REVIEW
FU-8,2024-08-28,REJECTED
FU-8,2024-12-26,CANCELED
FU-7,2024-08-13,OPEN
FU-7,2024-08-13,IN PROGRESS
FU-7,2024-08-13,REVIEW
FU-7,2024-08-13,DONE
FU-7,2024-08-20,APPROVED
FU-7,2024-12-04,TERMINATED
FU-5,2024-08-13,OPEN
FU-5,2024-08-13,IN PROGRESS
FU-5,2024-08-26,APPLE REVIEW
FU-5,2024-08-26,REJECTED
FU-5,2024-12-26,CANCELED
FU-4,2024-08-13,OPEN
FU-4,2024-08-13,IN PROGRESS
FU-4,2024-08-27,APPLE REVIEW
FU-4,2024-09-02,APPROVED
FU-4,2024-12-07,TERMINATED
FU-3,2024-08-13,OPEN
FU-3,2024-08-13,IN PROGRESS
FU-3,2024-08-21,APPLE REVIEW
FU-3,2024-08-21,APPROVED
FU-3,2025-01-18,TERMINATED
FU-1,2024-08-13,OPEN
FU-1,2024-08-13,IN PROGRESS
FU-1,2024-08-13,REVIEW
FU-1,2024-08-13,DONE
FU-1,2024-08-13,REVIEW
FU-1,2024-08-13,DONE
FU-1,2024-08-13,REVIEW
FU-1,2024-08-13,DONE
FU-1,2024-08-13,REVIEW
FU-1,2024-08-13,DONE
FU-1,2024-08-20,APPROVED
FU-1,2024-12-11,TERMINATED
